Name,Year,Globe best film winner,Globe best film nominee,BAFTA best film winner,BAFTA best film nominee,Spirit best film nominee,Spirit best film winner,Critic best film winner,Critic best film nominee,Oscar best film winner,Oscar best film nominee,Director,Globe best director winner,Globe best director nominee,BAFTA best director winner,BAFTA best director nominee,Spirit best director winner,Spirit best director nominee,Oscar best director winner,Oscar best director nominee,Actor,Globe best actor winner,Globe best actor nominee,BAFTA best actor winner,BAFTA best actor nominee,Spirit best actor winner,Spirit best actor nominee,Guild best actor winner,Guild best actor nominee,Oscar best actor winner,Oscar best actor nominee,Actress,Globe best actress winner,Globe best actress nominee,BAFTA best actress winner,BAFTA best actress nominee,Spirit best actress winner,Spirit best actress nominee,Guild best actress winner,Guild best actress nominee,Oscar best actress winner,Oscar best actress nominee
Sons and Lovers,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wendy Hiller,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Taste of Honey,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dora Bryan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sundowners,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deborah Kerr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Whistle Down the Wind,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hayley Mills,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The L-Shaped Room,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leslie Caron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Wild and the Willing,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virginia Maskell,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Life for Ruth,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Munro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Liar,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Christie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Jones,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edith Evans,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Servant,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Miles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sparrers Can't Sing,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Windsor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Charade,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audrey Hepburn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Girl with Green Eyes,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rita Tushingham,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Americanization of Emily,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Andrews,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Young Cassidy,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maggie Smith,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Knack...and How to Get It,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rita Tushingham,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Who's Afraid of Virginia Woolf,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Taylor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Doctor Zhivago,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Christie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgy Girl,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynn Redgrave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Morgan: A Suitable Case for Treatment,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanessa Redgrave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulysses,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Jefford,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Taming of the Shrew,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Taylor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Apartment,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirley MacLaine,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Angry Silence,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Angeli,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Never on Sunday,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melina Mercouri,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Hiroshima mon amour,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmanuelle Riva,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Adventure,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica Vitti,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Two Women,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sophia Loren,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Rocco and His Brothers,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annie Girardot,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hustler,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piper Laurie,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Breathless,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Seberg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Through a Glass Darkly,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harriet Andersson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lola,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anouk Aime,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jules and Jim,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeanne Moreau,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweet Bird of Yout,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geraldine Page,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Splendor in the Grass,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natalie Wood,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hud,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Neal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Days of Wine and Roses,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Remick,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Divorce Italian Style,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniela Rocca,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sance on a Wet Afternoon,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Stanley,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Irma la Douce,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirley MacLaine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
In Harm's Way,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricia Neal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cat Ballou,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Fonda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zorba the Greek,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lila Kedrova,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Viva Maria!,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeanne Moreau,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Viva Maria!,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brigitte Bardot,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Group,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joan Hackett,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sleeping Car Murders,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simone Signoret,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Man and a Woman,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anouk Aime,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Persona,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bibi Andersson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Barefoot in the Park,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Fonda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Deadly Affair,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simone Signoret,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Graduate,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Bancroft,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty of the Day,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Deneuve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Secret Ceremony,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mia Farrow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Women in Love,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenda Jackson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Funny Girl,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbra Streisand,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Butch Cassidy and the Sundance Kid,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katharine Ross,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"They Shoot Horses, Don't They?",1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Fonda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cactus Flower,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldie Hawn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunday Bloody Sunday,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenda Jackson,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Taking Off,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynn Carlin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Go-Between,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Christie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Raging Moon,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanette Newman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabaret,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liza Minnelli,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Butcher,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stphane Audran,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Young Winston,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Bancroft,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Savage Messiah,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorothy Tutin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Just Before Nightfall,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stphane Audran,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Don't Look Now,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Christie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Touch of Class,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenda Jackson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Lady Sings the Blues,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana Ross,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summer Wishes, Winter Dreams",1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joanne Woodward,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Way We Were,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbra Streisand,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Autobiography of Miss Jane Pittman,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cicely Tyson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice Doesn't Live Here Anymore,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Burstyn,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Prisoner of Second Avenue,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Bancroft,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lenny,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valerie Perrine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Scenes from a Marriage,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liv Ullmann,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
One Flew Over the Cuckoo's Nest,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louise Fletcher,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Shootist,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lauren Bacall,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Ritz,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rita Moreno,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Annie Hall,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diane Keaton,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Network,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faye Dunaway,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3 Women,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelley Duvall,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Late Show,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lily Tomlin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Fonda,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Turning Point,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Bancroft,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Goodbye Girl,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marsha Mason,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Manhattan,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diane Keaton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
California Suite,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maggie Smith,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Deer Hunter,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meryl Streep,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
My Brilliant Career,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judy Davis,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Being There,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirley MacLaine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Rose,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bette Midler,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kramer vs. Kramer,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meryl Streep,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ordinary People,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Tyler Moore,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Quartet,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maggie Smith,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal Miner's Daughter,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sissy Spacek,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
On Golden Pond,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katharine Hepburn,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Reds,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diane Keaton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36 Chowringhee Lane,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jennifer Kendal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Educating Rita,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Walters,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tootsie,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Lange,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Another Time, Another Place",1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phyllis Logan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophie's Choice,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meryl Streep,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Private Function,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maggie Smith,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Terms of Endearment,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirley MacLaine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cal,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Mirren,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Silkwood,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meryl Streep,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Passage to India,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peggy Ashcroft,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Purple Rose of Cairo,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mia Farrow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Witness,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelly McGillis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Letter to Brezhnev,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandra Pigg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Room with a View,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maggie Smith,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah and Her Sisters,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mia Farrow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Out of Africa,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meryl Streep,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mona Lisa,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathy Tyson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84 Charing Cross Road,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Bancroft,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wish You Were Here,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emily Lloyd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hope and Glory,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Miles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Personal Services,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Walters,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Lonely Passion of Judith Hearne,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maggie Smith,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Babette's Feast,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stphane Audran,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Moonstruck,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Fish Called Wanda,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie Lee Curtis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shirley Valentine,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauline Collins,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Dangerous Liaisons,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenn Close,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Accused,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jodie Foster,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Working Girl,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie Griffith,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Driving Miss Daisy,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Tandy,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Postcards from the Edge,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirley MacLaine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Postcards from the Edge,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meryl Streep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
The Fabulous Baker Boys,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Pfeiffer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pretty Woman,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia Roberts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Truly, Madly, Deeply",1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juliet Stevenson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Husbands and Wives,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judy Davis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Strictly Ballroom,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tara Morice,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fried Green Tomatoes,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Tandy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom and Viv,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miranda Richardson,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shadowlands,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Debra Winger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Client,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susan Sarandon,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Last Seduction,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linda Fiorentino,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Three Colours: Red (Trois couleurs: Rouge),1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irne Jacob,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulp Fiction,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uma Thurman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
To Die For,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicole Kidman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Madness of King George,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Mirren,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Secrets and Lies,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brenda Blethyn,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Fargo,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frances McDormand,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Mrs Brown,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judi Dench,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
