Year,Actor,Name,Globe best actor winner,Globe best actor nominee,BAFTA best actor winner,BAFTA best actor nominee,Spirit best actor winner,Spirit best actor nominee,Guild best actor winner,Guild best actor nominee
2004,Javier Bardem,The Sea Inside,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,Don Cheadle ,Hotel Rwanda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2004,Johnny Depp ,Finding Neverland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2004,Liam Neeson,Kinsey,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2005,Philip Seymour Hoffman ,Capote,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2005,Russell Crowe,Cinderella Man,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2005,Terrence Howard ,Hustle & Flow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,Heath Ledger ,Brokeback Mountain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2005,David Strathairn ,"Good Night, and Good Luck.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2006,Forest Whitaker ,The Last King of Scotland,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2006,Leonardo DiCaprio ,Blood Diamond,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2006,Leonardo DiCaprio,The Departed,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2006,Peter O'Toole ,Venus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2006,Will Smith ,The Pursuit of Happyness,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2007,Daniel Day-Lewis ,There Will Be Blood,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2007,George Clooney ,Michael Clayton,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2007,James McAvoy,Atonement,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2007,Viggo Mortensen ,Eastern Promises,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2007,Denzel Washington,American Gangster,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Mickey Rourke ,The Wrestler,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2008,Leonardo DiCaprio,Revolutionary Road,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Frank Langella ,Frost/Nixon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2008,Sean Penn ,Milk,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2008,Brad Pitt ,The Curious Case of Benjamin Button,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2009,Jeff Bridges ,Crazy Heart,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2009,George Clooney ,Up in the Air,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2009,Colin Firth ,A Single Man,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2009,Morgan Freeman ,Invictus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2009,Tobey Maguire,Brothers,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Colin Firth ,The King's Speech,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2010,Jesse Eisenberg ,The Social Network,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2010,James Franco ,127 Hours,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2010,Ryan Gosling,Blue Valentine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Mark Wahlberg,The Fighter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,George Clooney ,The Descendants,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,Leonardo DiCaprio,J. Edgar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2011,Michael Fassbender,Shame,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2011,Ryan Gosling,The Ides of March,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Brad Pitt ,Moneyball,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2012,Daniel Day-Lewis ,Lincoln,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2012,Richard Gere,Arbitrage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,John Hawkes,The Sessions,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2012,Joaquin Phoenix ,The Master,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Denzel Washington ,Flight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,Matthew McConaughey ,Dallas Buyers Club,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2013,Chiwetel Ejiofor ,12 Years a Slave,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2013,Idris Elba,Mandela: Long Walk to Freedom,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Tom Hanks,Captain Phillips,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2013,Robert Redford,All Is Lost,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,Eddie Redmayne ,The Theory of Everything,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2014,Steve Carell ,Foxcatcher,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,Benedict Cumberbatch ,The Imitation Game,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,Jake Gyllenhaal,Nightcrawler,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2014,David Oyelowo,Selma,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,Leonardo DiCaprio ,The Revenant,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2015,Bryan Cranston ,Trumbo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,Michael Fassbender ,Steve Jobs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,Eddie Redmayne ,The Danish Girl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,Will Smith,Concussion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Casey Affleck ,Manchester by the Sea,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2016,Joel Edgerton,Loving,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Andrew Garfield ,Hacksaw Ridge,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2016,Viggo Mortensen ,Captain Fantastic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2016,Denzel Washington ,Fences,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1943,Paul Lukas ,Watch on the Rhine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,Alexander Knox ,Wilson,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,Ray Milland ,The Lost Weekend,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,Gregory Peck ,The Yearling,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,Ronald Colman ,A Double Life,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Laurence Olivier ,Hamlet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,Broderick Crawford ,All the King's Men,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,Richard Todd ,The Hasty Heart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Peter Finch,The Trials of Oscar Wilde,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1960,Richard Attenborough,The Angry Silence,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,Albert Finney,Saturday Night and Sunday Morning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,John Fraser,The Trials of Oscar Wilde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,Laurence Olivier,The Entertainer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,Jack Lemmon,The Apartment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,George Hamilton,Crime and Punishment U.S.A.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,Burt Lancaster,Elmer Gantry,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,Fredric March,Inherit the Wind,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1960,Yves Montand,Let's Make Love,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1961,Peter Finch,No Love for Johnnie,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1961,Dirk Bogarde,Victim,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1961,Paul Newman,The Hustler,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1961,Montgomery Clift,Judgment at Nuremberg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1961,Vladimir Ivashov,Ballada o soldate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1961,Alberto Sordi,The Best of Enemies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1961,Philippe Leroy,Le Trou,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Peter O'Toole,Lawrence of Arabia,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1962,Richard Attenborough,The Dock Brief,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Alan Bates,A Kind of Loving,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Laurence Olivier,Term of Trial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Peter Sellers,Only Two Can Play,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Burt Lancaster,Birdman of Alcatraz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Jean-Paul Belmondo,"Lon Morin, prtre",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Kirk Douglas,Lonely are the Brave,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,George Hamilton,Light in the Piazza,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Charles Laughton,Advise and Consent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Robert Ryan,Billy Budd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1962,Georges Wilson,Une aussi longue absence,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Dirk Bogarde,The Servant,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1963,Tom Courtenay,Billy Liar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Richard Harris,This Sporting Life,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Marcello Mastroianni,Divorzio all'italiana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Franco Citti,Accattone,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Howard Da Silva,David and Lisa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Jack Lemmon,Days of Wine and Roses,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Paul Newman,Hud,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1963,Gregory Peck,To Kill a Mockingbird,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1964,Tom Courtenay,King and Country,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1964,Peter O'Toole,Becket,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1964,The Pink Panther,Inspector Jacques Clouseau,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1964,Marcello Mastroianni,"Ieri, oggi, domani",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1964,Cary Grant,Charade,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1964,Sterling Hayden,Dr. Strangelove,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1964,Sidney Poitier,Lilies of the Field,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,Dirk Bogarde,Darling,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1965,Harry Andrews,The Hill,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,Michael Caine,The Ipcress File,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,Rex Harrison,My Fair Lady,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,Anthony Quinn,Zorba the Greek,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,Innokenti Smoktunovsky,Hamlet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1965,Oskar Werner,Ship of Fools,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1966,Michael Caine,Alfie,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1966,Khartoum,William Ewart Gladstone,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1966,David Warner,Morgan  A Suitable Case for Treatment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1966,Rod Steiger,The Pawnbroker,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1966,Jean-Paul Belmondo,Pierrot le Fou,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1966,Sidney Poitier,A Patch of Blue,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1966,Oskar Werner,The Spy Who Came in from the Cold,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1967,Paul Scofield,A Man for All Seasons,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1967,Richard Burton,The Taming of the Shrew,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1967,James Mason,The Deadly Affair,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1967,Rod Steiger,In the Heat of the Night,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1967,Warren Beatty,Bonnie and Clyde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1967,Orson Welles,Campanadas a medianoche,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1968,Spencer Tracy,Guess Who's Coming to Dinner,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1968,Trevor Howard,The Charge of the Light Brigade,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1968,Ron Moody,Oliver!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1968,Nicol Williamson,The Bofors Gun,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1969,Alan Bates,Women in Love,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1969,Nicol Williamson,Inadmissible Evidence,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1970,Butch Cassidy and the Sundance Kid,Sundance Kid,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1970,MASH,Trapper John McIntyre,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1970,Paul Newman,Butch Cassidy and the Sundance Kid,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1970,George C. Scott,Patton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1971,Peter Finch,Sunday Bloody Sunday,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1971,Dirk Bogarde,Morte a Venezia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1971,Albert Finney,Gumshoe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1971,Dustin Hoffman,Little Big Man,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1972,The French Connection,"Jimmy ""Popeye"" Doyle",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1972,The Godfather,Vito Corleone,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1972,Robert Shaw,Young Winston,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1973,Marlon Brando,Ultimo tango a Parigi,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1973,Laurence Olivier,Sleuth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1974,Albert Finney,Murder on the Orient Express,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1974,Al Pacino,Serpico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1975,The Godfather Part II,Michael Corleone,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1975,Dog Day Afternoon,Sonny Wortzik,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1975,Richard Dreyfuss,Jaws,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1975,French Connection II,"Jimmy ""Popeye"" Doyle",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1975,Dustin Hoffman,Lenny,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1976,Jack Nicholson,One Flew Over the Cuckoo's Nest,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1976,Robert De Niro,Taxi Driver,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1976,All the President's Men,Carl Bernstein,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1977,Peter Finch,Network,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1977,Woody Allen,Annie Hall,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1977,Sylvester Stallone,Rocky,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1978,Richard Dreyfuss,The Goodbye Girl,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1978,Peter Ustinov,Death on the Nile,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1979,Jack Lemmon,The China Syndrome,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1979,Woody Allen,Manhattan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1979,Robert De Niro,The Deer Hunter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1979,Martin Sheen,Apocalypse Now,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1980,John Hurt,The Elephant Man,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1980,Dustin Hoffman,Kramer vs. Kramer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1980,Roy Scheider,All That Jazz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1980,Peter Sellers,Being There,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1981,Burt Lancaster,Atlantic City,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1981,Robert De Niro,Raging Bull,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1981,Bob Hoskins,The Long Good Friday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1981,Jeremy Irons,The French Lieutenant's Woman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1982,Ben Kingsley,Gandhi,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1982,Warren Beatty,Reds,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1982,Henry Fonda,On Golden Pond,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1982,Jack Lemmon,Missing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1983,Michael Caine,Educating Rita,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1983,Dustin Hoffman,Tootsie,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1983,Michael Caine,The Honorary Consul,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1983,Robert De Niro,The King of Comedy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1984,Haing S. Ngor,The Killing Fields,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1985,William Hurt,Kiss of the Spider Woman,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1985,F. Murray Abraham,Amadeus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1985,Harrison Ford,Witness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1985,Victor Banerjee,A Passage to India,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1986,Bob Hoskins,Mona Lisa,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1986,Paul Hogan,Crocodile Dundee,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1987,Sean Connery,The Name of the Rose,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1987,Gary Oldman,Prick Up Your Ears,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1988,John Cleese,A Fish Called Wanda,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1988,Michael Douglas,Fatal Attraction,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1988,Kevin Kline,A Fish Called Wanda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1988,Robin Williams,"Good Morning, Vietnam",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1989,Daniel Day-Lewis,My Left Foot,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1989,Kenneth Branagh,Henry V,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1989,Dustin Hoffman,Rain Man,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1989,Robin Williams,Dead Poets Society,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,Philippe Noiret,Cinema Paradiso (Nuovo cinema Paradiso),0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,Sean Connery,The Hunt for Red October,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,Tom Cruise,Born on the Fourth of July,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,Robert De Niro,Goodfellas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1991,Anthony Hopkins,The Silence of the Lambs,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1991,Kevin Costner,Dances with Wolves,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1991,Grard Depardieu,Cyrano de Bergerac,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1991,Alan Rickman,"Truly, Madly, Deeply",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,Robert Downey Jr.,Chaplin,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1992,Daniel Day-Lewis,The Last of the Mohicans,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,Stephen Rea,The Crying Game,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1992,Tim Robbins,The Player,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1993,Anthony Hopkins,Shadowlands,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1993,Daniel Day-Lewis,In the Name of the Father,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1993,Anthony Hopkins,The Remains of the Day,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1993,Liam Neeson,Schindler's List,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1994,Hugh Grant,Four Weddings and a Funeral,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1994,Tom Hanks,Forrest Gump,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1994,Terence Stamp,"The Adventures of Priscilla, Queen of the Desert",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1994,John Travolta,Pulp Fiction,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1995,Nigel Hawthorne,The Madness of King George,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1995,Nicolas Cage,Leaving Las Vegas,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1995,Jonathan Pryce,Carrington,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1995,Massimo Troisi,Il Postino: The Postman,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1996,Geoffrey Rush,Shine,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1996,Ralph Fiennes,The English Patient,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1996,Ian McKellen,Richard III,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1996,Timothy Spall,Secrets and Lies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1997,Robert Carlyle,The Full Monty,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1997,Billy Connolly,Mrs Brown,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1997,Kevin Spacey,L.A. Confidential,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1997,Ray Winstone,Nil by Mouth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1998,Roberto Benigni,Life Is Beautiful (La vita  bella),0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1998,Michael Caine,Little Voice,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1998,Tom Hanks,Saving Private Ryan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1998,Joseph Fiennes,Shakespeare in Love,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1999,Kevin Spacey,American Beauty,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1999,Jim Broadbent,Topsy-Turvy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1999,Russell Crowe,The Insider,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1999,Ralph Fiennes,The End of the Affair,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1999,Om Puri,East is East,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2000,Jamie Bell,Billy Elliot,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2000,Russell Crowe,Gladiator,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2000,Tom Hanks,Cast Away,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2000,Geoffrey Rush,Quills,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2001,Russell Crowe,A Beautiful Mind,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2001,Jim Broadbent,Iris,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2001,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2001,Tom Wilkinson,In the Bedroom,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2002,Daniel Day-Lewis,Gangs of New York,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2002,Adrien Brody,The Pianist,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2002,Nicolas Cage,Adaptation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2002,Michael Caine,The Quiet American,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2002,Jack Nicholson,About Schmidt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2003,Bill Murray,Lost in Translation,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2003,Benicio del Toro,21 Grams,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2003,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2003,Jude Law,Cold Mountain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
