Year,Name,Director,Globe best director winner,Globe best director nominee,BAFTA best director winner,BAFTA best director nominee,Spirit best director winner,Spirit best director nominee
2011,The Ides of March,George Clooney,0.0,1.0,0.0,0.0,0.0,0.0
2011,Midnight in Paris,Woody Allen ,0.0,1.0,0.0,0.0,0.0,0.0
2012,Argo,Ben Affleck §,1.0,1.0,0.0,0.0,0.0,0.0
2012,Django Unchained,Quentin Tarantino,0.0,1.0,0.0,1.0,0.0,0.0
2012,Life of Pi,Ang Lee ,0.0,1.0,0.0,0.0,0.0,0.0
2012,Lincoln,Steven Spielberg ,0.0,1.0,0.0,0.0,0.0,0.0
2012,Zero Dark Thirty,Kathryn Bigelow,0.0,1.0,0.0,1.0,0.0,0.0
2013,Gravity,Alfonso Cuarón ,1.0,1.0,0.0,0.0,0.0,0.0
2013,12 Years a Slave,Steve McQueen ,0.0,1.0,0.0,0.0,0.0,0.0
2013,American Hustle,David O. Russell ,0.0,1.0,0.0,0.0,0.0,0.0
2013,Captain Phillips,Paul Greengrass,0.0,1.0,0.0,1.0,0.0,0.0
2013,Nebraska,Alexander Payne ,0.0,1.0,0.0,0.0,0.0,0.0
2014,Boyhood,Richard Linklater ,1.0,1.0,0.0,0.0,0.0,0.0
2014,Birdman,Alejandro G. Iñárritu ,0.0,1.0,0.0,0.0,0.0,0.0
2014,Gone Girl,David Fincher,0.0,1.0,0.0,0.0,0.0,0.0
2014,The Grand Budapest Hotel,Wes Anderson ,0.0,1.0,0.0,0.0,0.0,0.0
2014,Selma,Ava DuVernay,0.0,1.0,0.0,0.0,0.0,0.0
2015,The Revenant,Alejandro G. Iñárritu ,1.0,1.0,0.0,0.0,0.0,0.0
2015,Carol,Todd Haynes,0.0,1.0,0.0,1.0,0.0,0.0
2015,Mad Max: Fury Road,George Miller ,0.0,1.0,0.0,0.0,0.0,0.0
2015,The Martian,Ridley Scott,0.0,1.0,0.0,1.0,0.0,0.0
2015,Spotlight,Tom McCarthy ,0.0,1.0,0.0,0.0,0.0,0.0
2016,La La Land,Damien Chazelle ,1.0,1.0,0.0,0.0,0.0,0.0
2016,Hacksaw Ridge,Mel Gibson ,0.0,1.0,0.0,0.0,0.0,0.0
2016,Moonlight,Barry Jenkins ,0.0,1.0,0.0,0.0,0.0,0.0
2016,Manchester by the Sea,Kenneth Lonergan ,0.0,1.0,0.0,0.0,0.0,0.0
2016,Nocturnal Animals,Tom Ford,0.0,1.0,0.0,1.0,0.0,0.0
1943,The Song of Bernadette,Henry King ,1.0,1.0,0.0,0.0,0.0,0.0
1944,Going My Way,Leo McCarey ,1.0,1.0,0.0,0.0,0.0,0.0
1945,The Lost Weekend,Billy Wilder ,1.0,1.0,0.0,0.0,0.0,0.0
1946,It's a Wonderful Life,Frank Capra ,1.0,1.0,0.0,0.0,0.0,0.0
1947,Gentleman's Agreement,Elia Kazan ,1.0,1.0,0.0,0.0,0.0,0.0
1948,The Treasure of the Sierra Madre,John Huston ,1.0,1.0,0.0,0.0,0.0,0.0
1949,All the King's Men,Robert Rossen ,1.0,1.0,0.0,0.0,0.0,0.0
2016,La La Land,Damien Chazelle,0.0,0.0,1.0,1.0,0.0,0.0
2016,"I, Daniel Blake",Ken Loach,0.0,0.0,0.0,1.0,0.0,0.0
2016,Manchester by the Sea,Kenneth Lonergan,0.0,0.0,0.0,1.0,0.0,0.0
2016,Arrival,Denis Villeneuve,0.0,0.0,0.0,1.0,0.0,0.0
2015,The Revenant,Alejandro G. Irritu,0.0,0.0,1.0,1.0,0.0,0.0
2015,The Big Short,Adam McKay,0.0,0.0,0.0,1.0,0.0,0.0
2015,Bridge of Spies,Steven Spielberg,0.0,0.0,0.0,1.0,0.0,0.0
2014,Boyhood,Richard Linklater,0.0,0.0,1.0,1.0,0.0,0.0
2014,The Grand Budapest Hotel,Wes Anderson,0.0,0.0,0.0,1.0,0.0,0.0
2014,Whiplash,Damien Chazelle,0.0,0.0,0.0,1.0,0.0,0.0
2014,Birdman,Alejandro G. Irritu,0.0,0.0,0.0,1.0,0.0,0.0
2014,The Theory of Everything,James Marsh,0.0,0.0,0.0,1.0,0.0,0.0
2013,Gravity,Alfonso Cuarn,0.0,0.0,1.0,1.0,0.0,0.0
2013,12 Years a Slave,Steve McQueen,0.0,0.0,0.0,1.0,0.0,0.0
2013,American Hustle,David O. Russell,0.0,0.0,0.0,1.0,0.0,0.0
2013,The Wolf of Wall Street,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
2012,Argo,Ben Affleck,0.0,0.0,1.0,1.0,0.0,0.0
2012,Amour,Michael Haneke,0.0,0.0,0.0,1.0,0.0,0.0
2012,Life of Pi,Ang Lee,0.0,0.0,0.0,1.0,0.0,0.0
2011,The Artist,Michel Hazanavicius,0.0,0.0,1.0,1.0,0.0,0.0
2011,Tinker Tailor Soldier Spy,Tomas Alfredson,0.0,0.0,0.0,1.0,0.0,0.0
2011,We Need to Talk About Kevin,Lynne Ramsay,0.0,0.0,0.0,1.0,0.0,0.0
2011,Drive,Nicolas Winding Refn,0.0,0.0,0.0,1.0,0.0,0.0
2011,Hugo,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
2010,The Social Network,David Fincher,0.0,0.0,1.0,1.0,0.0,0.0
2010,Black Swan,Darren Aronofsky,0.0,0.0,0.0,1.0,0.0,0.0
2010,127 Hours,Danny Boyle,0.0,0.0,0.0,1.0,0.0,0.0
2010,The King's Speech,Tom Hooper,0.0,0.0,0.0,1.0,0.0,0.0
2009,The Hurt Locker,Kathryn Bigelow,0.0,0.0,1.0,1.0,0.0,0.0
2009,District 9,Neill Blomkamp,0.0,0.0,0.0,1.0,0.0,0.0
2009,Avatar,James Cameron,0.0,0.0,0.0,1.0,0.0,0.0
2009,An Education,Lone Scherfig,0.0,0.0,0.0,1.0,0.0,0.0
2009,Inglourious Basterds,Quentin Tarantino,0.0,0.0,0.0,1.0,0.0,0.0
2008,Slumdog Millionaire,Danny Boyle,0.0,0.0,1.0,1.0,0.0,0.0
2008,The Reader,Stephen Daldry,0.0,0.0,0.0,1.0,0.0,0.0
2008,Changeling,Clint Eastwood,0.0,0.0,0.0,1.0,0.0,0.0
2008,The Curious Case of Benjamin Button,David Fincher,0.0,0.0,0.0,1.0,0.0,0.0
2008,Frost/Nixon,Ron Howard,0.0,0.0,0.0,1.0,0.0,0.0
2007,No Country for Old Men,Joel Coen and Ethan Coen,0.0,0.0,1.0,1.0,0.0,0.0
2007,There Will Be Blood,Paul Thomas Anderson,0.0,0.0,0.0,1.0,0.0,0.0
2007,The Bourne Ultimatum,Paul Greengrass,0.0,0.0,0.0,1.0,0.0,0.0
2007,The Lives of Others (Das Leben der Anderen),Florian Henckel von Donnersmarck,0.0,0.0,0.0,1.0,0.0,0.0
2006,United 93,Paul Greengrass,0.0,0.0,1.0,1.0,0.0,0.0
2006,Little Miss Sunshine,Jonathan Dayton and Valerie Faris,0.0,0.0,0.0,1.0,0.0,0.0
2006,The Queen,Stephen Frears,0.0,0.0,0.0,1.0,0.0,0.0
2006,Babel,Alejandro Gonzlez Irritu,0.0,0.0,0.0,1.0,0.0,0.0
2006,The Departed,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
2005,Brokeback Mountain,Ang Lee,0.0,0.0,1.0,1.0,0.0,0.0
2005,"Good Night, and Good Luck",George Clooney,0.0,0.0,0.0,1.0,0.0,0.0
2005,Crash,Paul Haggis,0.0,0.0,0.0,1.0,0.0,0.0
2005,Capote,Bennett Miller,0.0,0.0,0.0,1.0,0.0,0.0
2004,Vera Drake,Mike Leigh,0.0,0.0,1.0,1.0,0.0,0.0
2004,Eternal Sunshine of the Spotless Mind,Michel Gondry,0.0,0.0,0.0,1.0,0.0,0.0
2004,Collateral,Michael Mann,0.0,0.0,0.0,1.0,0.0,0.0
2004,The Aviator,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
2003,Master and Commander: The Far Side of the World,Peter Weir,0.0,0.0,1.0,1.0,0.0,0.0
2003,Big Fish,Tim Burton,0.0,0.0,0.0,1.0,0.0,0.0
2003,Lost in Translation,Sofia Coppola,0.0,0.0,0.0,1.0,0.0,0.0
2003,The Lord of the Rings: The Return of the King,Peter Jackson,0.0,0.0,0.0,1.0,0.0,0.0
2002,The Pianist,Roman Polanski,0.0,0.0,1.0,1.0,0.0,0.0
2002,The Hours,Stephen Daldry,0.0,0.0,0.0,1.0,0.0,0.0
2002,Chicago,Rob Marshall,0.0,0.0,0.0,1.0,0.0,0.0
2002,Gangs of New York,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
2001,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,0.0,0.0,1.0,1.0,0.0,0.0
2001,Gosford Park,Robert Altman,0.0,0.0,0.0,1.0,0.0,0.0
2001,A Beautiful Mind,Ron Howard,0.0,0.0,0.0,1.0,0.0,0.0
2001,Amlie (Le Fabuleux destin d'Amlie Poulain),Jean-Pierre Jeunet,0.0,0.0,0.0,1.0,0.0,0.0
2000,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Ang Lee,0.0,0.0,1.0,1.0,0.0,0.0
2000,Billy Elliot,Stephen Daldry,0.0,0.0,0.0,1.0,0.0,0.0
2000,Gladiator,Ridley Scott,0.0,0.0,0.0,1.0,0.0,0.0
2000,Traffic,Steven Soderbergh,0.0,0.0,0.0,1.0,0.0,0.0
2000,Erin Brockovich,Steven Soderbergh,0.0,0.0,0.0,1.0,0.0,0.0
1999,All About My Mother (Todo sobre mi madre),Pedro Almodvar,0.0,0.0,1.0,1.0,0.0,0.0
1999,American Beauty,Sam Mendes,0.0,0.0,0.0,1.0,0.0,0.0
1999,The Sixth Sense,M. Night Shyamalan,0.0,0.0,0.0,1.0,0.0,0.0
1998,The Truman Show,Peter Weir,0.0,0.0,1.0,1.0,0.0,0.0
1998,Shakespeare in Love,John Madden,0.0,0.0,0.0,1.0,0.0,0.0
1998,Saving Private Ryan,Steven Spielberg,0.0,0.0,0.0,1.0,0.0,0.0
1997,Romeo + Juliet,Baz Luhrmann,0.0,0.0,1.0,1.0,0.0,0.0
1997,Titanic,James Cameron,0.0,0.0,0.0,1.0,0.0,0.0
1997,The Full Monty,Peter Cattaneo,0.0,0.0,0.0,1.0,0.0,0.0
1997,L.A. Confidential,Curtis Hanson,0.0,0.0,0.0,1.0,0.0,0.0
1996,Fargo,Joel Coen,0.0,0.0,1.0,1.0,0.0,0.0
1996,Shine,Scott Hicks,0.0,0.0,0.0,1.0,0.0,0.0
1996,Secrets and Lies,Mike Leigh,0.0,0.0,0.0,1.0,0.0,0.0
1996,The English Patient,Anthony Minghella,0.0,0.0,0.0,1.0,0.0,0.0
1995,Il Postino: The Postman,Michael Radford,0.0,0.0,1.0,1.0,0.0,0.0
1995,Braveheart,Mel Gibson,0.0,0.0,0.0,1.0,0.0,0.0
1995,The Madness of King George,Nicholas Hytner,0.0,0.0,0.0,1.0,0.0,0.0
1994,Four Weddings and a Funeral,Mike Newell,0.0,0.0,1.0,1.0,0.0,0.0
1994,Three Colours: Red (Trois couleurs : Rouge),Krzysztof Kieslowski,0.0,0.0,0.0,1.0,0.0,0.0
1994,Pulp Fiction,Quentin Tarantino,0.0,0.0,0.0,1.0,0.0,0.0
1994,Forrest Gump,Robert Zemeckis,0.0,0.0,0.0,1.0,0.0,0.0
1993,Schindler's List,Steven Spielberg,0.0,0.0,1.0,1.0,0.0,0.0
1993,Shadowlands,Richard Attenborough,0.0,0.0,0.0,1.0,0.0,0.0
1993,The Piano,Jane Campion,0.0,0.0,0.0,1.0,0.0,0.0
1993,The Remains of the Day,James Ivory,0.0,0.0,0.0,1.0,0.0,0.0
1992,The Player,Robert Altman,0.0,0.0,1.0,1.0,0.0,0.0
1992,Unforgiven,Clint Eastwood,0.0,0.0,0.0,1.0,0.0,0.0
1992,Howards End,James Ivory,0.0,0.0,0.0,1.0,0.0,0.0
1992,The Crying Game,Neil Jordan,0.0,0.0,0.0,1.0,0.0,0.0
1991,The Commitments,Alan Parker,0.0,0.0,1.0,1.0,0.0,0.0
1991,Dances with Wolves,Kevin Costner,0.0,0.0,0.0,1.0,0.0,0.0
1991,The Silence of the Lambs,Jonathan Demme,0.0,0.0,0.0,1.0,0.0,0.0
1991,Thelma and Louise,Ridley Scott,0.0,0.0,0.0,1.0,0.0,0.0
1990,Goodfellas,Martin Scorsese,0.0,0.0,1.0,1.0,0.0,0.0
1990,Crimes and Misdemeanors,Woody Allen,0.0,0.0,0.0,1.0,0.0,0.0
1990,Driving Miss Daisy,Bruce Beresford,0.0,0.0,0.0,1.0,0.0,0.0
1990,Cinema Paradiso (Nuovo cinema Paradiso),Giuseppe Tornatore,0.0,0.0,0.0,1.0,0.0,0.0
1989,Henry V,Kenneth Branagh,0.0,0.0,1.0,1.0,0.0,0.0
1989,Dangerous Liaisons,Stephen Frears,0.0,0.0,0.0,1.0,0.0,0.0
1989,Mississippi Burning,Alan Parker,0.0,0.0,0.0,1.0,0.0,0.0
1989,Dead Poets Society,Peter Weir,0.0,0.0,0.0,1.0,0.0,0.0
1988,Au revoir les enfants,Louis Malle,0.0,0.0,1.0,1.0,0.0,0.0
1988,Babette's Feast,Gabriel Axel,0.0,0.0,0.0,1.0,0.0,0.0
1988,The Last Emperor,Bernardo Bertolucci,0.0,0.0,0.0,1.0,0.0,0.0
1988,A Fish Called Wanda,Charles Crichton,0.0,0.0,0.0,1.0,0.0,0.0
1987,Platoon,Oliver Stone,0.0,0.0,1.0,1.0,0.0,0.0
1987,Jean de Florette,Claude Berri,0.0,0.0,0.0,1.0,0.0,0.0
1987,Hope and Glory,John Boorman,0.0,0.0,0.0,1.0,0.0,0.0
1986,Hannah and Her Sisters,Woody Allen,0.0,0.0,1.0,1.0,0.0,0.0
1986,The Mission,Roland Joff,0.0,0.0,0.0,1.0,0.0,0.0
1986,Mona Lisa,Neil Jordan,0.0,0.0,0.0,1.0,0.0,0.0
1986,A Room with a View,James Ivory,0.0,0.0,0.0,1.0,0.0,0.0
1984,"Paris, Texas",Wim Wenders,0.0,0.0,1.0,1.0,0.0,0.0
1984,The Killing Fields,Roland Joff,0.0,0.0,0.0,1.0,0.0,0.0
1984,The Dresser,Peter Yates,0.0,0.0,0.0,1.0,0.0,0.0
1983,Local Hero,Bill Forsyth,0.0,0.0,1.0,1.0,0.0,0.0
1983,Heat and Dust,James Ivory,0.0,0.0,0.0,1.0,0.0,0.0
1983,Tootsie,Sydney Pollack,0.0,0.0,0.0,1.0,0.0,0.0
1983,The King of Comedy,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
1982,Gandhi,Richard Attenborough,0.0,0.0,1.0,1.0,0.0,0.0
1982,Missing,Costa-Gavras,0.0,0.0,0.0,1.0,0.0,0.0
1982,On Golden Pond,Mark Rydell,0.0,0.0,0.0,1.0,0.0,0.0
1982,E.T. the Extra-Terrestrial,Steven Spielberg,0.0,0.0,0.0,1.0,0.0,0.0
1981,Atlantic City,Louis Malle,0.0,0.0,1.0,1.0,0.0,0.0
1981,Gregory's Girl,Bill Forsyth,0.0,0.0,0.0,1.0,0.0,0.0
1981,Chariots of Fire,Hugh Hudson,0.0,0.0,0.0,1.0,0.0,0.0
1981,The French Lieutenant's Woman,Karel Reisz,0.0,0.0,0.0,1.0,0.0,0.0
1980,Kagemusha,Akira Kurosawa,0.0,0.0,1.0,1.0,0.0,0.0
1980,Kramer vs. Kramer,Robert Benton,0.0,0.0,0.0,1.0,0.0,0.0
1980,The Elephant Man,David Lynch,0.0,0.0,0.0,1.0,0.0,0.0
1980,Fame,Alan Parker,0.0,0.0,0.0,1.0,0.0,0.0
1979,Apocalypse Now,Francis Ford Coppola,0.0,0.0,1.0,1.0,0.0,0.0
1979,Manhattan,Woody Allen,0.0,0.0,0.0,1.0,0.0,0.0
1979,The Deer Hunter,Michael Cimino,0.0,0.0,0.0,1.0,0.0,0.0
1979,Yanks,John Schlesinger,0.0,0.0,0.0,1.0,0.0,0.0
1978,Midnight Express,Alan Parker,0.0,0.0,1.0,1.0,0.0,0.0
1978,A Wedding,Robert Altman,0.0,0.0,0.0,1.0,0.0,0.0
1978,Close Encounters of the Third Kind,Steven Spielberg,0.0,0.0,0.0,1.0,0.0,0.0
1978,Julia,Fred Zinnemann,0.0,0.0,0.0,1.0,0.0,0.0
1977,Annie Hall,Woody Allen,0.0,0.0,1.0,1.0,0.0,0.0
1977,A Bridge Too Far,Richard Attenborough,0.0,0.0,0.0,1.0,0.0,0.0
1977,Rocky,John G. Avildsen,0.0,0.0,0.0,1.0,0.0,0.0
1977,Network,Sidney Lumet,0.0,0.0,0.0,1.0,0.0,0.0
1976,One Flew Over the Cuckoo's Nest,Milo Forman,0.0,0.0,1.0,1.0,0.0,0.0
1976,All the President's Men,Alan J. Pakula,0.0,0.0,0.0,1.0,0.0,0.0
1976,Bugsy Malone,Alan Parker,0.0,0.0,0.0,1.0,0.0,0.0
1976,Taxi Driver,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
1975,Barry Lyndon,Stanley Kubrick,0.0,0.0,1.0,1.0,0.0,0.0
1975,Dog Day Afternoon,Sidney Lumet,0.0,0.0,0.0,1.0,0.0,0.0
1975,Alice Doesn't Live Here Anymore,Martin Scorsese,0.0,0.0,0.0,1.0,0.0,0.0
1974,Chinatown,Roman Polanski,0.0,0.0,1.0,1.0,0.0,0.0
1974,Murder on the Orient Express,Sidney Lumet,0.0,0.0,0.0,1.0,0.0,0.0
1974,Lacombe Lucien,Louis Malle,0.0,0.0,0.0,1.0,0.0,0.0
1973,Day for Night,Franois Truffaut,0.0,0.0,1.0,1.0,0.0,0.0
1973,The Discreet Charm of the Bourgeoisie,Luis Buuel,0.0,0.0,0.0,1.0,0.0,0.0
1973,Don't Look Now,Nicolas Roeg,0.0,0.0,0.0,1.0,0.0,0.0
1972,Cabaret,Bob Fosse,0.0,0.0,1.0,1.0,0.0,0.0
1972,The Last Picture Show,Peter Bogdanovich,0.0,0.0,0.0,1.0,0.0,0.0
1972,The French Connection,William Friedkin,0.0,0.0,0.0,1.0,0.0,0.0
1972,A Clockwork Orange,Stanley Kubrick,0.0,0.0,0.0,1.0,0.0,0.0
1971,Sunday Bloody Sunday,John Schlesinger,0.0,0.0,1.0,1.0,0.0,0.0
1971,Taking Off,Milo Forman,0.0,0.0,0.0,1.0,0.0,0.0
1971,The Go-Between,Joseph Losey,0.0,0.0,0.0,1.0,0.0,0.0
1971,Death in Venice,Luchino Visconti,0.0,0.0,0.0,1.0,0.0,0.0
1970,Butch Cassidy and the Sundance Kid,George Roy Hill,0.0,0.0,1.0,1.0,0.0,0.0
1970,M*A*S*H,Robert Altman,0.0,0.0,0.0,1.0,0.0,0.0
1970,Ryan's Daughter,David Lean,0.0,0.0,0.0,1.0,0.0,0.0
1970,Kes,Ken Loach,0.0,0.0,0.0,1.0,0.0,0.0
1969,Midnight Cowboy,John Schlesinger,0.0,0.0,1.0,1.0,0.0,0.0
1969,Oh! What a Lovely War,Richard Attenborough,0.0,0.0,0.0,1.0,0.0,0.0
1969,Women in Love,Ken Russell,0.0,0.0,0.0,1.0,0.0,0.0
1969,Bullitt,Peter Yates,0.0,0.0,0.0,1.0,0.0,0.0
1968,The Graduate,Mike Nichols,0.0,0.0,1.0,1.0,0.0,0.0
1968,if....,Lindsay Anderson,0.0,0.0,0.0,1.0,0.0,0.0
1968,Oliver!,Carol Reed,0.0,0.0,0.0,1.0,0.0,0.0
1968,Romeo and Juliet,Franco Zeffirelli,0.0,0.0,0.0,1.0,0.0,0.0
1985, Blood Simple , Joel Coen ,0.0,0.0,0.0,0.0,1.0,1.0
1985, After Hours,Martin Scorsese,0.0,0.0,0.0,0.0,0.0,1.0
1985, Smooth Talk,Joyce Chopra ,0.0,0.0,0.0,0.0,0.0,1.0
1985, The Trip to Bountiful,Peter Masterson ,0.0,0.0,0.0,0.0,0.0,1.0
1986, Platoon   , Oliver Stone ,0.0,0.0,0.0,0.0,1.0,1.0
1986, Down by Law,Jim Jarmusch ,0.0,0.0,0.0,0.0,0.0,1.0
1986, Blue Velvet,David Lynch ,0.0,0.0,0.0,0.0,0.0,1.0
1986, Stand by Me,Rob Reiner ,0.0,0.0,0.0,0.0,0.0,1.0
1986, Salvador,Oliver Stone ,0.0,0.0,0.0,0.0,0.0,1.0
1987, The Dead, John Huston ,0.0,0.0,0.0,0.0,1.0,1.0
1987, Swimming to Cambodia,Jonathan Demme ,0.0,0.0,0.0,0.0,0.0,1.0
1987, River's Edge,Tim Hunter ,0.0,0.0,0.0,0.0,0.0,1.0
1987, The Big Easy,Jim McBride ,0.0,0.0,0.0,0.0,0.0,1.0
1987, Matewan,John Sayles ,0.0,0.0,0.0,0.0,0.0,1.0
1988, Stand and Deliver, Ramon Menendez ,0.0,0.0,0.0,0.0,1.0,1.0
1988, Patti Rocks,David Burton Morris ,0.0,0.0,0.0,0.0,0.0,1.0
1988, The Thin Blue Line,Errol Morris ,0.0,0.0,0.0,0.0,0.0,1.0
1988, Talk Radio,Oliver Stone ,0.0,0.0,0.0,0.0,0.0,1.0
1988, Hairspray,John Waters ,0.0,0.0,0.0,0.0,0.0,1.0
1989," Sex, Lies and Videotape", Steven Soderbergh ,0.0,0.0,0.0,0.0,1.0,1.0
1989, Mystery Train,Jim Jarmusch ,0.0,0.0,0.0,0.0,0.0,1.0
1989, Sidewalk Stories,Charles Lane ,0.0,0.0,0.0,0.0,0.0,1.0
1989, True Love,Nancy Savoca ,0.0,0.0,0.0,0.0,0.0,1.0
1989, Drugstore Cowboy,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0
1990, To Sleep with Anger, Charles Burnett ,0.0,0.0,0.0,0.0,1.0,1.0
1990, House Party,Reginald Hudlin ,0.0,0.0,0.0,0.0,0.0,1.0
1990, Henry: Portrait of a Serial Killer,John McNaughton ,0.0,0.0,0.0,0.0,0.0,1.0
1990, Pump Up the Volume,Allan Moyle ,0.0,0.0,0.0,0.0,0.0,1.0
1990, The Plot Against Harry,Michael Roemer ,0.0,0.0,0.0,0.0,0.0,1.0
1991, Rambling Rose, Martha Coolidge ,0.0,0.0,0.0,0.0,1.0,1.0
1991, Poison,Todd Haynes ,0.0,0.0,0.0,0.0,0.0,1.0
1991, Slacker,Richard Linklater ,0.0,0.0,0.0,0.0,0.0,1.0
1991, My Own Private Idaho,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0
1991, Hangin' with the Homeboys,Joseph Vásquez ,0.0,0.0,0.0,0.0,0.0,1.0
1992, One False Move, Carl Franklin ,0.0,0.0,0.0,0.0,1.0,1.0
1992, Gas Food Lodging,Allison Anders ,0.0,0.0,0.0,0.0,0.0,1.0
1992, Bad Lieutenant,Abel Ferrara ,0.0,0.0,0.0,0.0,0.0,1.0
1992, Swoon,Tom Kalin ,0.0,0.0,0.0,0.0,0.0,1.0
1992, Reservoir Dogs,Quentin Tarantino ,0.0,0.0,0.0,0.0,0.0,1.0
1993, Short Cuts , Robert Altman ,0.0,0.0,0.0,0.0,1.0,1.0
1993, The Wedding Banquet,Ang Lee ,0.0,0.0,0.0,0.0,0.0,1.0
1993, Ruby in Paradise,Victor Nuñez ,0.0,0.0,0.0,0.0,0.0,1.0
1993, El Mariachi,Robert Rodriguez ,0.0,0.0,0.0,0.0,0.0,1.0
1993, Mac,John Turturro ,0.0,0.0,0.0,0.0,0.0,1.0
1994, Pulp Fiction , Quentin Tarantino ,0.0,0.0,0.0,0.0,1.0,1.0
1994, Red Rock West,John Dahl ,0.0,0.0,0.0,0.0,0.0,1.0
1994, Eat Drink Man Woman,Ang Lee ,0.0,0.0,0.0,0.0,0.0,1.0
1994, Death and the Maiden,Roman Polanski ,0.0,0.0,0.0,0.0,0.0,1.0
1994, Mrs. Parker and the Vicious Circle,Alan Rudolph ,0.0,0.0,0.0,0.0,0.0,1.0
1995, Leaving Las Vegas , Mike Figgis ,0.0,0.0,0.0,0.0,1.0,1.0
1995, Nadja,Michael Almereyda ,0.0,0.0,0.0,0.0,0.0,1.0
1995, Georgia,Ulu Grosbard ,0.0,0.0,0.0,0.0,0.0,1.0
1995, Safe,Todd Haynes ,0.0,0.0,0.0,0.0,0.0,1.0
1995, The Secret of Roan Inish,John Sayles ,0.0,0.0,0.0,0.0,0.0,1.0
1996, Fargo , Joel Coen ,0.0,0.0,0.0,0.0,1.0,1.0
1996, The Funeral,Abel Ferrara ,0.0,0.0,0.0,0.0,0.0,1.0
1996, Flirting with Disaster,David O. Russell ,0.0,0.0,0.0,0.0,0.0,1.0
1996, Welcome to the Dollhouse,Todd Solondz ,0.0,0.0,0.0,0.0,0.0,1.0
1996, Caught,Robert M. Young ,0.0,0.0,0.0,0.0,0.0,1.0
1997, The Apostle, Robert Duvall ,0.0,0.0,0.0,0.0,1.0,1.0
1997, Habit,Larry Fessenden ,0.0,0.0,0.0,0.0,0.0,1.0
1997, Ulee's Gold,Victor Nuñez ,0.0,0.0,0.0,0.0,0.0,1.0
1997, Touch,Paul Schrader ,0.0,0.0,0.0,0.0,0.0,1.0
1997, The End of Violence,Wim Wenders ,0.0,0.0,0.0,0.0,0.0,1.0
1998, Rushmore, Wes Anderson ,0.0,0.0,0.0,0.0,1.0,1.0
1998, Velvet Goldmine,Todd Haynes ,0.0,0.0,0.0,0.0,0.0,1.0
1998, Claire Dolan,Lodge Kerrigan ,0.0,0.0,0.0,0.0,0.0,1.0
1998, Affliction,Paul Schrader ,0.0,0.0,0.0,0.0,0.0,1.0
1998, Happiness,Todd Solondz ,0.0,0.0,0.0,0.0,0.0,1.0
1999, Election, Alexander Payne ,0.0,0.0,0.0,0.0,1.0,1.0
1999, Julien Donkey-Boy,Harmony Korine ,0.0,0.0,0.0,0.0,0.0,1.0
1999, Go,Doug Liman ,0.0,0.0,0.0,0.0,0.0,1.0
1999, The Straight Story,David Lynch ,0.0,0.0,0.0,0.0,0.0,1.0
1999, The Limey,Steven Soderbergh ,0.0,0.0,0.0,0.0,0.0,1.0
2000," Crouching Tiger, Hidden Dragon", Ang Lee ,0.0,0.0,0.0,0.0,1.0,1.0
2000, Requiem for a Dream,Darren Aronofsky ,0.0,0.0,0.0,0.0,0.0,1.0
2000, Chuck & Buck,Miguel Arteta ,0.0,0.0,0.0,0.0,0.0,1.0
2000, Best in Show,Christopher Guest ,0.0,0.0,0.0,0.0,0.0,1.0
2000, Before Night Falls,Julian Schnabel ,0.0,0.0,0.0,0.0,0.0,1.0
2001, Memento, Christopher Nolan ,0.0,0.0,0.0,0.0,1.0,1.0
2001, L.I.E.,Michael Cuesta ,0.0,0.0,0.0,0.0,0.0,1.0
2001, Stranger Inside,Cheryl Dunye ,0.0,0.0,0.0,0.0,0.0,1.0
2001, Waking Life,Richard Linklater ,0.0,0.0,0.0,0.0,0.0,1.0
2001, Hedwig and the Angry Inch,John Cameron Mitchell ,0.0,0.0,0.0,0.0,0.0,1.0
2002, Far from Heaven, Todd Haynes ,0.0,0.0,0.0,0.0,1.0,1.0
2002, Narc,Joe Carnahan ,0.0,0.0,0.0,0.0,0.0,1.0
2002, Lovely & Amazing,Nicole Holofcener ,0.0,0.0,0.0,0.0,0.0,1.0
2002, Ivans Xtc,Bernard Rose ,0.0,0.0,0.0,0.0,0.0,1.0
2002, Gerry,Gus Van Sant ,0.0,0.0,0.0,0.0,0.0,1.0
2003, Lost in Translation , Sofia Coppola ,0.0,0.0,0.0,0.0,1.0,1.0
2003, American Splendor,Shari Springer Berman and Robert Pulcini ,0.0,0.0,0.0,0.0,0.0,1.0
2003, In America,Jim Sheridan ,0.0,0.0,0.0,0.0,0.0,1.0
2003, Raising Victor Vargas,Peter Sollett ,0.0,0.0,0.0,0.0,0.0,1.0
